"","fecha","ipc"
"684",1999-12-01,1.14428593302063
"685",2000-01-01,1.15395813050841
"686",2000-02-01,1.15400511073552
"687",2000-03-01,1.14790799394456
"688",2000-04-01,1.14661661062875
"689",2000-05-01,1.1421603642089
"690",2000-06-01,1.14004854570754
"691",2000-07-01,1.1449998033008
"692",2000-08-01,1.14253620602575
"693",2000-09-01,1.14078189559407
"694",2000-10-01,1.14287996378506
"695",2000-11-01,1.13726525371633
"696",2000-12-01,1.13589022267909
"697",2001-01-01,1.13680691003725
"698",2001-02-01,1.13428601980231
"699",2001-03-01,1.13646315227794
"700",2001-04-01,1.14402582298276
"701",2001-05-01,1.14471333850138
"702",2001-06-01,1.13646315227794
"703",2001-07-01,1.13279640284531
"704",2001-08-01,1.12878589565336
"705",2001-09-01,1.1278692082952
"706",2001-10-01,1.12294201374509
"707",2001-11-01,1.11927526431246
"708",2001-12-01,1.1183585769543
"709",2002-01-01,1.14402582298276
"710",2002-02-01,1.17989121587074
"711",2002-03-01,1.22664227113686
"712",2002-04-01,1.354061813921
"713",2002-05-01,1.40837553989193
"714",2002-06-01,1.45936627418954
"715",2002-07-01,1.50588815761612
"716",2002-08-01,1.54118062090525
"717",2002-09-01,1.56192067238361
"718",2002-10-01,1.56535824997671
"719",2002-11-01,1.5733792643606
"720",2002-12-01,1.57635849827462
"721",2003-01-01,1.59709854975297
"722",2003-02-01,1.60615083741479
"723",2003-03-01,1.61554688283592
"724",2003-04-01,1.61646357019408
"725",2003-05-01,1.61016134460674
"726",2003-06-01,1.6087863135695
"727",2003-07-01,1.616005226515
"728",2003-08-01,1.61634898427431
"729",2003-09-01,1.61703649979293
"730",2003-10-01,1.62654713113384
"731",2003-11-01,1.63055763832578
"732",2003-12-01,1.63399521591888
"733",2004-01-01,1.64087037110507
"734",2004-02-01,1.64247457398185
"735",2004-03-01,1.65232896308207
"736",2004-04-01,1.66642303121376
"737",2004-05-01,1.67639200623375
"738",2004-06-01,1.68807977005028
"739",2004-07-01,1.69587161259463
"740",2004-08-01,1.7017154945029
"741",2004-09-01,1.71248657096127
"742",2004-10-01,1.71924714022769
"743",2004-11-01,1.71924714022769
"744",2004-12-01,1.7336849661187
"745",2005-01-01,1.75935221214716
"746",2005-02-01,1.77608175643357
"747",2005-03-01,1.80346779125857
"748",2005-04-01,1.81229090708086
"749",2005-05-01,1.823176569459
"750",2005-06-01,1.8399061137454
"751",2005-07-01,1.85835444682836
"752",2005-08-01,1.86649004713202
"753",2005-09-01,1.8882613718883
"754",2005-10-01,1.90292836961885
"755",2005-11-01,1.9259601394926
"756",2005-12-01,1.94738770648958
"757",2006-01-01,1.97225285107965
"758",2006-02-01,1.980044693624
"759",2006-03-01,2.00387856493614
"760",2006-04-01,2.02335817129702
"761",2006-05-01,2.03286880263793
"762",2006-06-01,2.04272319173814
"763",2006-07-01,2.05532764291283
"764",2006-08-01,2.06690082080959
"765",2006-09-01,2.08546373981232
"766",2006-10-01,2.10333914329642
"767",2006-11-01,2.11823531286651
"768",2006-12-01,2.13897536434486
"769",2007-01-01,2.1628313572554
"770",2007-02-01,2.17711135301171
"771",2007-03-01,2.19979134627173
"772",2007-04-01,2.24968733144377
"773",2007-05-01,2.29655931751447
"774",2007-06-01,2.35754329939141
"775",2007-07-01,2.41768728151798
"776",2007-08-01,2.49799125765345
"777",2007-09-01,2.54805524277557
"778",2007-10-01,2.58451123194167
"779",2007-11-01,2.57409523503707
"780",2007-12-01,2.5992952275482
"781",2008-01-01,2.65187921192143
"782",2008-02-01,2.71118319429763
"783",2008-03-01,2.82139116154631
"784",2008-04-01,2.90572713648356
"785",2008-05-01,2.91295113433676
"786",2008-06-01,2.98351111336793
"787",2008-07-01,3.0253431009364
"788",2008-08-01,3.05003909359731
"789",2008-09-01,3.08296708381186
"790",2008-10-01,3.1009430784698
"791",2008-11-01,3.12076707257856
"792",2008-12-01,3.13471106843472
"793",2009-01-01,3.17099905765075
"794",2009-02-01,3.1706630577506
"795",2009-03-01,3.24475103573333
"796",2009-04-01,3.30388701815945
"797",2009-05-01,3.33244700967206
"798",2009-06-01,3.35008700442986
"799",2009-07-01,3.3836869944447
"800",2009-08-01,3.44651897577245
"801",2009-09-01,3.4996069599959
"802",2009-10-01,3.55773494272158
"803",2009-11-01,3.59855893058961
"804",2009-12-01,3.71380689634052
"805",2010-01-01,3.79612687187689
"806",2010-02-01,3.96143882274991
"807",2010-03-01,4.06559879179592
"808",2010-04-01,4.12120677527049
"809",2010-05-01,4.18639075589928
"810",2010-06-01,4.23191874236939
"811",2010-07-01,4.29391072394678
"812",2010-08-01,4.33943871041689
"813",2010-09-01,4.40831868994731
"814",2010-10-01,4.55229464716091
"815",2010-11-01,4.63864662149906
"816",2010-12-01,4.71760659803394
"817",2011-01-01,4.76951858260687
"818",2011-02-01,4.82092656732958
"819",2011-03-01,4.94911052923621
"820",2011-04-01,5.07763049104298
"821",2011-05-01,5.16599846478201
"822",2011-06-01,5.24378244166637
"823",2011-07-01,5.33500641455667
"824",2011-08-01,5.46470237601396
"825",2011-09-01,5.56953434486027
"826",2011-10-01,5.63085432663735
"827",2011-11-01,5.70914230337194
"828",2011-12-01,5.81565427171899
"829",2012-01-01,5.88285425174867
"830",2012-02-01,5.96937422603689
"831",2012-03-01,6.17164616592624
"832",2012-04-01,6.29512612923078
"833",2012-05-01,6.41524609353385
"834",2012-06-01,6.5009260680717
"835",2012-07-01,6.66237402009301
"836",2012-08-01,6.81630009667437
"837",2012-09-01,6.91832086836202
"838",2012-10-01,7.02034164004966
"839",2012-11-01,7.16591513883202
"840",2012-12-01,7.3073123487149
"841",2013-01-01,7.47496051739459
"842",2013-02-01,7.55669645728469
"843",2013-03-01,7.67363254647052
"844",2013-04-01,7.82755862305188
"845",2013-05-01,7.94449471223771
"846",2013-06-01,8.09424449991958
"847",2013-07-01,8.29291652899551
"848",2013-08-01,8.46533759927462
"849",2013-09-01,8.64611124735273
"850",2013-10-01,8.83643069862968
"851",2013-11-01,9.04643836900424
"852",2013-12-01,9.25107652507945
"853",2014-01-01,9.69495637382569
"854",2014-02-01,10.1191480034743
"855",2014-03-01,10.4884512647296
"856",2014-04-01,10.8159916369899
"857",2014-05-01,11.0856605773572
"858",2014-06-01,11.3445904891259
"859",2014-07-01,11.5969576611953
"860",2014-08-01,11.8606604745634
"861",2014-09-01,12.1273463514311
"862",2014-10-01,12.3612185298027
"863",2014-11-01,12.5867381303754
"864",2014-12-01,12.7698982292532
"865",2015-01-01,13.019878950523
"866",2015-02-01,13.2090051764
"867",2015-03-01,13.4285586499734
"868",2015-04-01,13.7465532190349
"869",2015-05-01,14.0508256959981
"870",2015-06-01,14.2405485345751
"871",2015-07-01,14.5310989194399
"872",2015-08-01,14.7971881836077
"873",2015-09-01,15.042396003278
"874",2015-10-01,15.298342851547
"875",2015-11-01,15.5972458142108
"876",2015-12-01,16.2081772189368
"877",2016-01-01,16.8787698936555
"878",2016-02-01,17.5487659556744
"879",2016-03-01,18.1310599508039
"880",2016-04-01,19.3177226109601
"881",2016-05-01,20.1277869938446
"882",2016-06-01,20.7468998851803
"883",2016-07-01,21.1715376946334
"884",2016-08-01,21.2142951081066
"885",2016-09-01,21.4580778675442
"886",2016-10-01,21.9643455197295
"887",2016-11-01,22.3198215753238
"888",2016-12-01,22.5871175241041
"889",2017-01-01,22.9453266209189
"890",2017-02-01,23.419656088925
"891",2017-03-01,23.9756831610159
"892",2017-04-01,24.6124365911379
"893",2017-05-01,24.9655635865098
"894",2017-06-01,25.2631714470074
"895",2017-07-01,25.7007968490369
"896",2017-08-01,26.0614453545442
"897",2017-09-01,26.5561032283221
"898",2017-10-01,26.9583572043089
"899",2017-11-01,27.3290569771145
"900",2017-12-01,28.1877288369108
"901",2018-01-01,28.683086911332
"902",2018-02-01,29.3769405745549
"903",2018-03-01,30.0646731289289
"904",2018-04-01,30.8881542596226
"905",2018-05-01,31.5291992420742
"906",2018-06-01,32.7073432921315
"907",2018-07-01,33.7217985014916
"908",2018-08-01,35.0333872418813
"909",2018-09-01,37.3225690158317
"910",2018-10-01,39.3348553160541
"911",2018-11-01,40.5752268748903
"912",2018-12-01,41.617938568273
"913",2019-01-01,42.8274561245712
"914",2019-02-01,44.4401763157923
"915",2019-03-01,46.5197722262366
"916",2019-04-01,48.1222378661016
"917",2019-05-01,49.5943306636176
"918",2019-06-01,50.9423072503386
"919",2019-07-01,52.0619506660085
"920",2019-08-01,54.1204727958027
"921",2019-09-01,57.3058210446395
"922",2019-10-01,59.1931779978361
"923",2019-11-01,61.7115738404212
"924",2019-12-01,64.0218745692566
"925",2020-01-01,65.4642201329933
"926",2020-02-01,66.7824268988176
"927",2020-03-01,69.0152764016629
"928",2020-04-01,70.0481401118051
"929",2020-05-01,71.1287981626283
"930",2020-06-01,72.7246006028238
"931",2020-07-01,74.1312359337549
"932",2020-08-01,76.132861114506
"933",2020-09-01,78.2916248718722
"934",2020-10-01,81.236149273667
"935",2020-11-01,83.8029718962237
"936",2020-12-01,87.1597563670685
"937",2021-01-01,90.6888805446221
"938",2021-02-01,93.9306740001516
"939",2021-03-01,98.4494979062589
"940",2021-04-01,102.466526409451
"941",2021-05-01,105.871466614857
"942",2021-06-01,109.232407115326
"943",2021-07-01,112.506138755035
"944",2021-08-01,115.283337790211
"945",2021-09-01,119.372193327129
